ymd	no	display_link	title	link	snippet
20191023	1	www.youtube.com	プロドラマーって音ゲーのドラム叩けるの？ww - YouTube	https://www.youtube.com/watch?v=N6yDz6ZAFiE	2019年7月24日 ... タケヤキ翔×マイキの音楽ユニット「ラトゥラトゥ」ミュージックビデオ ▽絶命ロック https://www.youtube.com/watch?v=nwD3y-w5dDY ▽神様の言うとおりに https://www.youtube.com/watch?v=8gHXI8wU3h4 =================...
20191023	2	www.youtube.com	おすすめされた音ゲー6個やったら本当に凄かった - YouTube	https://www.youtube.com/watch?v=OZ-Es8FrE78	2019年2月19日 ... おすすめされた音ゲー6個やったら本当に凄かった .... スマホ音ゲーはRayark社が強すぎるんやよ。 ... DEEMOはぜひiPhoneでやってみて欲しいなぁノーツと曲の音が連動(?)してるから、自分が下手だと曲も変な感じになるし、上手くなると曲 ...
20191023	3	www.youtube.com	音ゲー(IIDX)の現役チャンピオンへ半ば挑発的に神プレイをお願いしてみ ...	https://www.youtube.com/watch?v=gUuiZ5Hbdss	2019年7月12日 ... beatmaniaIIDX 8thKAC 7thKAC Champion / Ring 日韓戦 日本代表 / 音ゲー最強王決定戦 優勝 など、物凄い実力を持つ音ゲーマー&ピアニストU*TAKAさんのプレイを見せてもらいました！ヤバすぎますｗｗ #beatmaniaIIDX #音ゲー ◇よ ...
20191023	4	www.youtube.com	日本人ピアニスト、中国のピアノ音ゲー初見クリアできる説 - YouTube	https://www.youtube.com/watch?v=iB0d8uaGYbs	2019年10月12日 ... この動画は公開予約でアップロード 台風19号の接近で現在東京は大変です 中国のレストランに行った日の前日(夜)、ゲームセンターで音ゲーを探していると、まさかのピアノゲームがありました。日本人ピアニスト、初見クリア出来るのか！
20191023	5	www.youtube.com	【400曲】俺的好きな音ゲー曲を全て詰め込むメドレー【作業用BGM ...	https://www.youtube.com/watch?v=fsOYlsAGrU8	2018年10月12日 ... 音ゲー400曲による全機種メドレーです！ 自分の音ゲー人生全てを詰め込みました！ ご参考にしたサイトたくさんあります、感謝。 膨大な作業量のため表記ミスが数点見られます Twitter:https://twitter.com/The_ryu2525 追記(2019/05/05) ...
20191023	6	www.youtube.com	【SDVX】音ゲー界で最もホラーな曲が追加されてしまった…『MARENOL ...	https://www.youtube.com/watch?v=rwETSsm7Fus	2019年8月8日 ... 曲は好きです いつも動画を観て頂きありがとうございます。 初めてこの動画を観たという方もありがとうございます！よければ是非、チャンネル登録よろしくお願いします！！！ 音源→ https://youtu.be/BKl4gZDWP34 次の動画→ ...
20191023	7	www.youtube.com	ホラゲーをやっていたら音ゲーをやっていたエクス・アルビオ - YouTube	https://www.youtube.com/watch?v=u0zAm1XAuh4	2019年8月26日 ... 元動画 【J.B】お化けなんて絶対いないのでホラゲも余裕でできます!!デビュー1ヶ月ありがとうございます!【にじさんじ】 https://www.youtube.com/watch?v=rdJGej0sd1I&list=PLNSilV9yaXh8kqojycg0TysNJCVcdwX1E&index=3&t=17...
20191023	8	www.youtube.com	ゼルダの伝説×音ゲー！？『ケイデンス・オブ・ハイラル: クリプト・オブ ...	https://www.youtube.com/watch?v=km3dbxyCQwg	2019年6月13日 ... 実況しながらやるの無理じゃね？ｗゴリ押しが通用しそうにないので絶望してますが楽しく遊んでいきます！『ケイデンス・オブ・ハイラル: クリプト・オブ・ネクロダンサー feat. ゼルダの伝説』をだいだらが実況プレイしていきます！ ◇チャンネル ...
20191023	9	www.youtube.com	ちょっぴりセクシーな超かわいい音ゲーをプレイ！【Muse Dash】[ENG ...	https://www.youtube.com/watch?v=eYxltl2C-9g	2019年7月17日 ... 世界観もきれいで女の子もかわいい！！ おしゃれな音楽で私の神プレーも磨きがかかりますね！ ちょっとだけセクシーなのもおしゃれだよね♡ One Hand Clappingも世界観似てたよね！ https://youtu.be/PY_YmyPR-XM #KizunaAI ...
20191023	10	www.youtube.com	よみぃ、ストリートピアノで超上級の音ゲー曲「ラクリマ」を弾いたら大反響 ...	https://www.youtube.com/watch?v=wpDoe64dEXk	2019年5月14日 ... 周りの方「また何かお願いします」 よみぃ「時間あるしおｋ！しかし曲が無ぇ・・・」 「SDVX『Lachryma《Re:Queen'M》』でいいや！」 #ストリートピアノ #よみぃ #都庁 ◇よみぃ もう一つのYouTubeチャンネル ...
